,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
The Lighthouse Keeper,0.394,0.17,0.0,-10.368,1.0,0.0451,0.889,0.0,0.105,0.315,130.721,audio_features,2WUVQQAsWvScEdBVilRYaR,spotify:track:2WUVQQAsWvScEdBVilRYaR,https://api.spotify.com/v1/tracks/2WUVQQAsWvScEdBVilRYaR,https://api.spotify.com/v1/audio-analysis/2WUVQQAsWvScEdBVilRYaR,247493.0,3.0
Slow Dancing in a Burning Room,0.668,0.361,1.0,-8.69,0.0,0.0273,0.573,0.00506,0.0805,0.288,134.15,audio_features,2jdAk8ATWIL3dwT47XpRfu,spotify:track:2jdAk8ATWIL3dwT47XpRfu,https://api.spotify.com/v1/tracks/2jdAk8ATWIL3dwT47XpRfu,https://api.spotify.com/v1/audio-analysis/2jdAk8ATWIL3dwT47XpRfu,242000.0,5.0
Sí,0.745,0.549,7.0,-5.137,1.0,0.203,0.337,0.0,0.152,0.788,77.892,audio_features,0b4HHjeg2b8xLj28WWnUkM,spotify:track:0b4HHjeg2b8xLj28WWnUkM,https://api.spotify.com/v1/tracks/0b4HHjeg2b8xLj28WWnUkM,https://api.spotify.com/v1/audio-analysis/0b4HHjeg2b8xLj28WWnUkM,200769.0,4.0
What Are You Waiting For,0.49,0.907,3.0,-4.129,1.0,0.0693,0.045,0.0,0.293,0.418,152.023,audio_features,5yUFxEu2kx3WBghRvaHVcn,spotify:track:5yUFxEu2kx3WBghRvaHVcn,https://api.spotify.com/v1/tracks/5yUFxEu2kx3WBghRvaHVcn,https://api.spotify.com/v1/audio-analysis/5yUFxEu2kx3WBghRvaHVcn,218907.0,4.0
In the Name of Love - DallasK Remix,0.522,0.816,4.0,-3.156,0.0,0.0643,0.0126,4.19e-06,0.348,0.102,134.103,audio_features,55y30bh2ZUtzOXjWLxn7XT,spotify:track:55y30bh2ZUtzOXjWLxn7XT,https://api.spotify.com/v1/tracks/55y30bh2ZUtzOXjWLxn7XT,https://api.spotify.com/v1/audio-analysis/55y30bh2ZUtzOXjWLxn7XT,200597.0,4.0
Lean On,0.723,0.809,7.0,-3.081,0.0,0.0625,0.00346,0.00123,0.565,0.274,98.007,audio_features,1Lim1Py7xBgbAkAys3AGAG,spotify:track:1Lim1Py7xBgbAkAys3AGAG,https://api.spotify.com/v1/tracks/1Lim1Py7xBgbAkAys3AGAG,https://api.spotify.com/v1/audio-analysis/1Lim1Py7xBgbAkAys3AGAG,176561.0,4.0
Acapella,0.667,0.619,2.0,-4.933,1.0,0.151,0.126,0.0,0.101,0.427,169.865,audio_features,6RjW45KHJ6kgI2xQ1aFa52,spotify:track:6RjW45KHJ6kgI2xQ1aFa52,https://api.spotify.com/v1/tracks/6RjW45KHJ6kgI2xQ1aFa52,https://api.spotify.com/v1/audio-analysis/6RjW45KHJ6kgI2xQ1aFa52,198907.0,4.0
MAMACITA,0.894,0.635,2.0,-6.929,1.0,0.0473,0.193,0.00105,0.0823,0.428,105.013,audio_features,14wf185UxfNbSy8dwt4r4q,spotify:track:14wf185UxfNbSy8dwt4r4q,https://api.spotify.com/v1/tracks/14wf185UxfNbSy8dwt4r4q,https://api.spotify.com/v1/audio-analysis/14wf185UxfNbSy8dwt4r4q,249143.0,4.0
Que Bailes Conmigo Hoy - Don't Wanna Dance Alone,0.777,0.791,1.0,-3.536,0.0,0.0534,0.0573,2.04e-05,0.0233,0.837,119.034,audio_features,3CzMSti7D2H1kyg4SzJHLD,spotify:track:3CzMSti7D2H1kyg4SzJHLD,https://api.spotify.com/v1/tracks/3CzMSti7D2H1kyg4SzJHLD,https://api.spotify.com/v1/audio-analysis/3CzMSti7D2H1kyg4SzJHLD,217120.0,4.0
Greatest Hits Megamix,0.458,0.924,11.0,-4.036,0.0,0.21,0.00178,2.45e-05,0.121,0.541,122.796,audio_features,0IPjb3rhdyrcoUdJUsAgR3,spotify:track:0IPjb3rhdyrcoUdJUsAgR3,https://api.spotify.com/v1/tracks/0IPjb3rhdyrcoUdJUsAgR3,https://api.spotify.com/v1/audio-analysis/0IPjb3rhdyrcoUdJUsAgR3,461738.0,4.0
Generous - Martin Jensen Remix,0.782,0.707,1.0,-6.462,0.0,0.0457,0.0277,1.3e-05,0.145,0.212,118.009,audio_features,1cvV7wnlnfLbRqTtOXb3ea,spotify:track:1cvV7wnlnfLbRqTtOXb3ea,https://api.spotify.com/v1/tracks/1cvV7wnlnfLbRqTtOXb3ea,https://api.spotify.com/v1/audio-analysis/1cvV7wnlnfLbRqTtOXb3ea,167319.0,4.0
Fergalicious,0.906,0.584,8.0,-7.72,0.0,0.316,0.0576,0.0,0.128,0.831,129.055,audio_features,6Q44rxzH39y2tjic98Spo5,spotify:track:6Q44rxzH39y2tjic98Spo5,https://api.spotify.com/v1/tracks/6Q44rxzH39y2tjic98Spo5,https://api.spotify.com/v1/audio-analysis/6Q44rxzH39y2tjic98Spo5,292373.0,4.0
Tu Tu Tu (That's Why We),0.885,0.725,9.0,-6.52,0.0,0.0631,0.104,0.585,0.0738,0.759,120.0,audio_features,3qY5bS9bKs5HedrAiWfP6x,spotify:track:3qY5bS9bKs5HedrAiWfP6x,https://api.spotify.com/v1/tracks/3qY5bS9bKs5HedrAiWfP6x,https://api.spotify.com/v1/audio-analysis/3qY5bS9bKs5HedrAiWfP6x,116297.0,4.0
Freak - Joe Stone 2K18 Edit,0.666,0.855,11.0,-5.318,0.0,0.236,0.222,0.0,0.502,0.769,125.943,audio_features,2xbRwcylUnX881qaqf5ZZJ,spotify:track:2xbRwcylUnX881qaqf5ZZJ,https://api.spotify.com/v1/tracks/2xbRwcylUnX881qaqf5ZZJ,https://api.spotify.com/v1/audio-analysis/2xbRwcylUnX881qaqf5ZZJ,177143.0,4.0
"Baby, I'm Jealous (feat. Doja Cat) - Natti Natasha Remix",0.756,0.872,11.0,-2.299,0.0,0.0689,0.0774,0.0,0.26,0.623,97.983,audio_features,1ukcBrTJUEGmSmANE4Pf4A,spotify:track:1ukcBrTJUEGmSmANE4Pf4A,https://api.spotify.com/v1/tracks/1ukcBrTJUEGmSmANE4Pf4A,https://api.spotify.com/v1/audio-analysis/1ukcBrTJUEGmSmANE4Pf4A,153554.0,4.0
Shivers,0.516,0.942,1.0,-2.023,1.0,0.256,0.00113,0.0182,0.502,0.72,161.013,audio_features,07EhpBhnDfZ6Vm7EwjSHIY,spotify:track:07EhpBhnDfZ6Vm7EwjSHIY,https://api.spotify.com/v1/tracks/07EhpBhnDfZ6Vm7EwjSHIY,https://api.spotify.com/v1/audio-analysis/07EhpBhnDfZ6Vm7EwjSHIY,198632.0,4.0
Jump - Original Mix,0.846,0.826,10.0,-7.909,0.0,0.098,0.0867,0.0,0.12,0.813,134.454,audio_features,1kIu9zpYtWjgrLlsactlna,spotify:track:1kIu9zpYtWjgrLlsactlna,https://api.spotify.com/v1/tracks/1kIu9zpYtWjgrLlsactlna,https://api.spotify.com/v1/audio-analysis/1kIu9zpYtWjgrLlsactlna,262560.0,4.0
Erase You,0.705,0.609,3.0,-5.728,1.0,0.0729,0.694,0.0,0.234,0.718,140.058,audio_features,4uhvMW7ly7tJil31YYscAN,spotify:track:4uhvMW7ly7tJil31YYscAN,https://api.spotify.com/v1/tracks/4uhvMW7ly7tJil31YYscAN,https://api.spotify.com/v1/audio-analysis/4uhvMW7ly7tJil31YYscAN,199993.0,4.0
25 Hours,0.735,0.121,9.0,-15.653,0.0,0.0382,0.883,1.09e-05,0.301,0.649,94.943,audio_features,1oAMeG9XWoIHKG2nTAgTku,spotify:track:1oAMeG9XWoIHKG2nTAgTku,https://api.spotify.com/v1/tracks/1oAMeG9XWoIHKG2nTAgTku,https://api.spotify.com/v1/audio-analysis/1oAMeG9XWoIHKG2nTAgTku,164000.0,4.0
Thank You [Not So Bad],0.656,0.89,5.0,-4.981,0.0,0.187,0.201,1.99e-06,0.101,0.268,100.037,audio_features,4AqN8IdKCfItCSbuaFch81,spotify:track:4AqN8IdKCfItCSbuaFch81,https://api.spotify.com/v1/tracks/4AqN8IdKCfItCSbuaFch81,https://api.spotify.com/v1/audio-analysis/4AqN8IdKCfItCSbuaFch81,197963.0,4.0
Do It Again,0.712,0.564,8.0,-6.527,1.0,0.047,0.0266,0.0,0.0874,0.411,95.95,audio_features,72Bz4ciRZPBcVSw0nrZDHi,spotify:track:72Bz4ciRZPBcVSw0nrZDHi,https://api.spotify.com/v1/tracks/72Bz4ciRZPBcVSw0nrZDHi,https://api.spotify.com/v1/audio-analysis/72Bz4ciRZPBcVSw0nrZDHi,207747.0,4.0
16 Steps,0.601,0.674,7.0,-5.638,1.0,0.125,0.0561,0.0,0.117,0.596,180.055,audio_features,7v3MkCal9v1Bw0N31X33qA,spotify:track:7v3MkCal9v1Bw0N31X33qA,https://api.spotify.com/v1/tracks/7v3MkCal9v1Bw0N31X33qA,https://api.spotify.com/v1/audio-analysis/7v3MkCal9v1Bw0N31X33qA,208022.0,4.0
Summer Love - Recorded at Spotify Studios NYC,0.667,0.302,4.0,-11.633,0.0,0.0377,0.198,1.18e-05,0.101,0.239,81.966,audio_features,3LSnp6mtKiVXCJwsmOvfMd,spotify:track:3LSnp6mtKiVXCJwsmOvfMd,https://api.spotify.com/v1/tracks/3LSnp6mtKiVXCJwsmOvfMd,https://api.spotify.com/v1/audio-analysis/3LSnp6mtKiVXCJwsmOvfMd,214381.0,4.0
How to Love (feat. Sofia Reyes) - Boombox Cartel Remix,0.548,0.895,9.0,-1.988,0.0,0.102,0.11,0.0,0.0816,0.682,150.122,audio_features,22S5BO6h7JIOjg2Uw88l8e,spotify:track:22S5BO6h7JIOjg2Uw88l8e,https://api.spotify.com/v1/tracks/22S5BO6h7JIOjg2Uw88l8e,https://api.spotify.com/v1/audio-analysis/22S5BO6h7JIOjg2Uw88l8e,168200.0,4.0
Slow Dance (feat. Ava Max) - Sam Feldt Remix,0.732,0.85,1.0,-5.999,1.0,0.0444,0.114,2.02e-06,0.0388,0.372,124.024,audio_features,2wenGTypSYHXl1sN1pNC7X,spotify:track:2wenGTypSYHXl1sN1pNC7X,https://api.spotify.com/v1/tracks/2wenGTypSYHXl1sN1pNC7X,https://api.spotify.com/v1/audio-analysis/2wenGTypSYHXl1sN1pNC7X,193548.0,4.0
Sign,0.516,0.595,5.0,-4.63,1.0,0.0313,0.0275,0.0,0.109,0.222,119.972,audio_features,5Ohxk2dO5COHF1krpoPigN,spotify:track:5Ohxk2dO5COHF1krpoPigN,https://api.spotify.com/v1/tracks/5Ohxk2dO5COHF1krpoPigN,https://api.spotify.com/v1/audio-analysis/5Ohxk2dO5COHF1krpoPigN,340707.0,4.0
What U Need,0.798,0.622,11.0,-7.577,1.0,0.0911,0.0411,0.0,0.259,0.782,133.01,audio_features,6RhDIJV29G1BHbP5Vt6f4o,spotify:track:6RhDIJV29G1BHbP5Vt6f4o,https://api.spotify.com/v1/tracks/6RhDIJV29G1BHbP5Vt6f4o,https://api.spotify.com/v1/audio-analysis/6RhDIJV29G1BHbP5Vt6f4o,248983.0,4.0
Paradise (feat. Dermot Kennedy),0.632,0.595,8.0,-7.644,0.0,0.0401,0.0689,0.0,0.209,0.435,124.114,audio_features,6ft4hAq6yde8jPZY2i5zLr,spotify:track:6ft4hAq6yde8jPZY2i5zLr,https://api.spotify.com/v1/tracks/6ft4hAq6yde8jPZY2i5zLr,https://api.spotify.com/v1/audio-analysis/6ft4hAq6yde8jPZY2i5zLr,167903.0,4.0
What I Like About You (feat. Theresa Rex),0.46,0.8,1.0,-3.584,1.0,0.05,0.289,6.16e-06,0.121,0.553,102.46,audio_features,4NSW0Km5ZG60L8FthUebPJ,spotify:track:4NSW0Km5ZG60L8FthUebPJ,https://api.spotify.com/v1/tracks/4NSW0Km5ZG60L8FthUebPJ,https://api.spotify.com/v1/audio-analysis/4NSW0Km5ZG60L8FthUebPJ,220396.0,4.0
In My Head,0.499,0.181,9.0,-15.359,0.0,0.0429,0.745,0.00123,0.106,0.0747,111.956,audio_features,3bne7Qit5AbHkX6kWDItYP,spotify:track:3bne7Qit5AbHkX6kWDItYP,https://api.spotify.com/v1/tracks/3bne7Qit5AbHkX6kWDItYP,https://api.spotify.com/v1/audio-analysis/3bne7Qit5AbHkX6kWDItYP,214533.0,4.0
Into It,0.518,0.572,10.0,-6.706,0.0,0.0416,0.0503,2.41e-05,0.129,0.291,130.053,audio_features,4HwDCXsMBC7SUdp2WT4MZP,spotify:track:4HwDCXsMBC7SUdp2WT4MZP,https://api.spotify.com/v1/tracks/4HwDCXsMBC7SUdp2WT4MZP,https://api.spotify.com/v1/audio-analysis/4HwDCXsMBC7SUdp2WT4MZP,196767.0,4.0
Lovin' So Hard,0.603,0.828,9.0,-5.664,1.0,0.0505,0.0616,3.26e-05,0.138,0.551,77.5,audio_features,5EnCFISDzoIMWMaicJxxX9,spotify:track:5EnCFISDzoIMWMaicJxxX9,https://api.spotify.com/v1/tracks/5EnCFISDzoIMWMaicJxxX9,https://api.spotify.com/v1/audio-analysis/5EnCFISDzoIMWMaicJxxX9,221453.0,4.0
On Your Mind,0.835,0.828,4.0,-4.512,0.0,0.0949,0.00235,0.743,0.0602,0.178,107.995,audio_features,5IpIl6c14WCJhjlIl6poVD,spotify:track:5IpIl6c14WCJhjlIl6poVD,https://api.spotify.com/v1/tracks/5IpIl6c14WCJhjlIl6poVD,https://api.spotify.com/v1/audio-analysis/5IpIl6c14WCJhjlIl6poVD,320280.0,4.0
Mona Lisa,0.816,0.776,8.0,-4.405,1.0,0.0562,0.238,4.36e-06,0.0642,0.704,94.996,audio_features,2Y3q7870zT1hTQ9EfUTHtu,spotify:track:2Y3q7870zT1hTQ9EfUTHtu,https://api.spotify.com/v1/tracks/2Y3q7870zT1hTQ9EfUTHtu,https://api.spotify.com/v1/audio-analysis/2Y3q7870zT1hTQ9EfUTHtu,185387.0,4.0
Smoke Clears,0.595,0.81,7.0,-3.665,1.0,0.0465,0.413,0.0,0.111,0.482,99.947,audio_features,1likxiGuFOCkY2WtGbHj3F,spotify:track:1likxiGuFOCkY2WtGbHj3F,https://api.spotify.com/v1/tracks/1likxiGuFOCkY2WtGbHj3F,https://api.spotify.com/v1/audio-analysis/1likxiGuFOCkY2WtGbHj3F,177925.0,4.0
Take It Slowly,0.668,0.765,6.0,-4.728,1.0,0.0447,0.00527,6.33e-05,0.402,0.591,116.103,audio_features,40NHYiCMWAWLeUiBSCRjr4,spotify:track:40NHYiCMWAWLeUiBSCRjr4,https://api.spotify.com/v1/tracks/40NHYiCMWAWLeUiBSCRjr4,https://api.spotify.com/v1/audio-analysis/40NHYiCMWAWLeUiBSCRjr4,149125.0,1.0
X (with KAROL G),0.715,0.827,4.0,-5.09,0.0,0.0617,0.0485,3.61e-05,0.321,0.75,117.977,audio_features,77fvnWALKJR0ws1VUx09CY,spotify:track:77fvnWALKJR0ws1VUx09CY,https://api.spotify.com/v1/tracks/77fvnWALKJR0ws1VUx09CY,https://api.spotify.com/v1/audio-analysis/77fvnWALKJR0ws1VUx09CY,185277.0,4.0
Lonely,0.739,0.717,1.0,-5.123,1.0,0.0565,0.0611,0.0,0.206,0.529,98.047,audio_features,6eXFl418w8hsxKcLgv1jwJ,spotify:track:6eXFl418w8hsxKcLgv1jwJ,https://api.spotify.com/v1/tracks/6eXFl418w8hsxKcLgv1jwJ,https://api.spotify.com/v1/audio-analysis/6eXFl418w8hsxKcLgv1jwJ,139810.0,4.0
Zinda Dili,0.488,0.889,4.0,-4.583,1.0,0.0669,0.38,0.0,0.13,0.118,124.925,audio_features,1ZVM6nEcLkBQAawbYufNZI,spotify:track:1ZVM6nEcLkBQAawbYufNZI,https://api.spotify.com/v1/tracks/1ZVM6nEcLkBQAawbYufNZI,https://api.spotify.com/v1/audio-analysis/1ZVM6nEcLkBQAawbYufNZI,239431.0,4.0
Homies,0.779,0.518,1.0,-3.65,1.0,0.0391,0.0224,9.99e-06,0.124,0.231,139.987,audio_features,3jSAaCVNJVd4I0cCh42bay,spotify:track:3jSAaCVNJVd4I0cCh42bay,https://api.spotify.com/v1/tracks/3jSAaCVNJVd4I0cCh42bay,https://api.spotify.com/v1/audio-analysis/3jSAaCVNJVd4I0cCh42bay,220286.0,4.0
The Voice Says (feat. Charlie Kim),0.191,0.563,4.0,-7.472,1.0,0.0344,0.565,0.0061,0.17,0.0541,146.287,audio_features,05INdkUo3Fw9ojWbyuMOsR,spotify:track:05INdkUo3Fw9ojWbyuMOsR,https://api.spotify.com/v1/tracks/05INdkUo3Fw9ojWbyuMOsR,https://api.spotify.com/v1/audio-analysis/05INdkUo3Fw9ojWbyuMOsR,225207.0,4.0
Blue Jeans,0.558,0.837,3.0,-4.405,1.0,0.0633,0.418,0.0,0.0821,0.488,117.963,audio_features,4RyK6N4IQ85xxLgguQAFH5,spotify:track:4RyK6N4IQ85xxLgguQAFH5,https://api.spotify.com/v1/tracks/4RyK6N4IQ85xxLgguQAFH5,https://api.spotify.com/v1/audio-analysis/4RyK6N4IQ85xxLgguQAFH5,209440.0,4.0
One Whole Day (feat. Wiz Khalifa),0.64,0.863,5.0,-4.002,1.0,0.0322,0.038,0.0,0.294,0.725,81.003,audio_features,4eHceQL93Re1ZiaY7kRZ7F,spotify:track:4eHceQL93Re1ZiaY7kRZ7F,https://api.spotify.com/v1/tracks/4eHceQL93Re1ZiaY7kRZ7F,https://api.spotify.com/v1/audio-analysis/4eHceQL93Re1ZiaY7kRZ7F,176854.0,4.0
The Sound,0.525,0.216,6.0,-13.551,1.0,0.0301,0.837,0.0,0.107,0.328,106.761,audio_features,5y788ya4NvwhBznoDIcXwK,spotify:track:5y788ya4NvwhBznoDIcXwK,https://api.spotify.com/v1/tracks/5y788ya4NvwhBznoDIcXwK,https://api.spotify.com/v1/audio-analysis/5y788ya4NvwhBznoDIcXwK,185413.0,4.0
The Only Exception,0.452,0.563,4.0,-6.607,1.0,0.0272,0.144,0.0,0.143,0.209,137.715,audio_features,2bK6Z4eleadgkBcw4X7cZy,spotify:track:2bK6Z4eleadgkBcw4X7cZy,https://api.spotify.com/v1/tracks/2bK6Z4eleadgkBcw4X7cZy,https://api.spotify.com/v1/audio-analysis/2bK6Z4eleadgkBcw4X7cZy,267653.0,3.0
Hate How Much I Love You,0.779,0.42,0.0,-8.396,1.0,0.221,0.665,0.0,0.0862,0.688,105.076,audio_features,2v00WuRHH1WdnXxlHnyURi,spotify:track:2v00WuRHH1WdnXxlHnyURi,https://api.spotify.com/v1/tracks/2v00WuRHH1WdnXxlHnyURi,https://api.spotify.com/v1/audio-analysis/2v00WuRHH1WdnXxlHnyURi,175898.0,4.0
Scars To Your Beautiful,0.319,0.739,0.0,-5.74,1.0,0.272,0.0285,0.0,0.111,0.449,194.169,audio_features,42ydLwx4i5V49RXHOozJZq,spotify:track:42ydLwx4i5V49RXHOozJZq,https://api.spotify.com/v1/tracks/42ydLwx4i5V49RXHOozJZq,https://api.spotify.com/v1/audio-analysis/42ydLwx4i5V49RXHOozJZq,230227.0,4.0
Give Me Your Love,0.707,0.832,0.0,-4.712,1.0,0.0255,0.136,0.000129,0.248,0.391,105.008,audio_features,4WGu8MVUfPr8AdZfETALEq,spotify:track:4WGu8MVUfPr8AdZfETALEq,https://api.spotify.com/v1/tracks/4WGu8MVUfPr8AdZfETALEq,https://api.spotify.com/v1/audio-analysis/4WGu8MVUfPr8AdZfETALEq,197803.0,4.0
The World We Left Behind (feat. KARRA),0.483,0.82,5.0,-7.586,0.0,0.052,0.0149,1.76e-06,0.101,0.275,101.036,audio_features,1tpJ6wdE1jOg8aThxas4oR,spotify:track:1tpJ6wdE1jOg8aThxas4oR,https://api.spotify.com/v1/tracks/1tpJ6wdE1jOg8aThxas4oR,https://api.spotify.com/v1/audio-analysis/1tpJ6wdE1jOg8aThxas4oR,197228.0,4.0
Don't Let Them,0.58,0.821,5.0,-3.603,1.0,0.0636,0.0928,0.0,0.146,0.572,119.919,audio_features,5DcfAiJLSxOqhgatiFXy3P,spotify:track:5DcfAiJLSxOqhgatiFXy3P,https://api.spotify.com/v1/tracks/5DcfAiJLSxOqhgatiFXy3P,https://api.spotify.com/v1/audio-analysis/5DcfAiJLSxOqhgatiFXy3P,147999.0,4.0
Genetics,0.788,0.743,8.0,-7.711,1.0,0.328,0.0284,0.00124,0.34,0.423,122.005,audio_features,2FOwRoyI2TTujfAGmHgEJP,spotify:track:2FOwRoyI2TTujfAGmHgEJP,https://api.spotify.com/v1/tracks/2FOwRoyI2TTujfAGmHgEJP,https://api.spotify.com/v1/audio-analysis/2FOwRoyI2TTujfAGmHgEJP,177816.0,4.0
R.I.P. (feat. Rita Ora & Anitta),0.764,0.752,8.0,-3.713,0.0,0.0711,0.18,0.0,0.0701,0.698,100.066,audio_features,6JqpFboOH2bq9pzaYbkKBn,spotify:track:6JqpFboOH2bq9pzaYbkKBn,https://api.spotify.com/v1/tracks/6JqpFboOH2bq9pzaYbkKBn,https://api.spotify.com/v1/audio-analysis/6JqpFboOH2bq9pzaYbkKBn,187200.0,4.0
The Heart Wants What It Wants,0.616,0.789,7.0,-4.874,0.0,0.0377,0.053,0.0,0.142,0.621,83.066,audio_features,6wJwkMo278iWVlWl1XQ4WA,spotify:track:6wJwkMo278iWVlWl1XQ4WA,https://api.spotify.com/v1/tracks/6wJwkMo278iWVlWl1XQ4WA,https://api.spotify.com/v1/audio-analysis/6wJwkMo278iWVlWl1XQ4WA,227373.0,4.0
Cheerleader (Ricky Blaze Remix),0.733,0.716,1.0,-6.035,0.0,0.117,0.0031,1.58e-06,0.077,0.923,133.261,audio_features,7yAowCwVbaIiBN0gDQ4dw4,spotify:track:7yAowCwVbaIiBN0gDQ4dw4,https://api.spotify.com/v1/tracks/7yAowCwVbaIiBN0gDQ4dw4,https://api.spotify.com/v1/audio-analysis/7yAowCwVbaIiBN0gDQ4dw4,183110.0,5.0
Don't Wanna Know (feat. Kendrick Lamar),0.783,0.61,7.0,-6.124,1.0,0.0696,0.343,0.0,0.0983,0.418,100.047,audio_features,5o3GnrcFtvkdf3zFznuSbA,spotify:track:5o3GnrcFtvkdf3zFznuSbA,https://api.spotify.com/v1/tracks/5o3GnrcFtvkdf3zFznuSbA,https://api.spotify.com/v1/audio-analysis/5o3GnrcFtvkdf3zFznuSbA,214265.0,4.0
Lifetime,0.591,0.685,0.0,-5.45,1.0,0.189,0.35,0.0,0.1,0.292,168.058,audio_features,0UJRDG417vbou3SOhKWGxH,spotify:track:0UJRDG417vbou3SOhKWGxH,https://api.spotify.com/v1/tracks/0UJRDG417vbou3SOhKWGxH,https://api.spotify.com/v1/audio-analysis/0UJRDG417vbou3SOhKWGxH,190244.0,4.0
My Way (Steve Aoki & Aloe Blacc),0.585,0.82,10.0,-4.428,1.0,0.0774,0.11,0.0,0.134,0.396,169.895,audio_features,0FJw1Pg9xXCxbcyQMI6GAe,spotify:track:0FJw1Pg9xXCxbcyQMI6GAe,https://api.spotify.com/v1/tracks/0FJw1Pg9xXCxbcyQMI6GAe,https://api.spotify.com/v1/audio-analysis/0FJw1Pg9xXCxbcyQMI6GAe,197647.0,4.0
On My Way - Da Tweekaz Remix,0.478,0.848,1.0,-3.85,0.0,0.0431,0.0934,0.0,0.0925,0.48,149.936,audio_features,4Sp0jLZN8MgPnoGDufJS7N,spotify:track:4Sp0jLZN8MgPnoGDufJS7N,https://api.spotify.com/v1/tracks/4Sp0jLZN8MgPnoGDufJS7N,https://api.spotify.com/v1/audio-analysis/4Sp0jLZN8MgPnoGDufJS7N,204199.0,4.0
Run Free,0.727,0.69,7.0,-4.559,1.0,0.0345,0.202,3.27e-06,0.414,0.699,100.002,audio_features,1oIdcFtf58sZbS7QyZQJ2P,spotify:track:1oIdcFtf58sZbS7QyZQJ2P,https://api.spotify.com/v1/tracks/1oIdcFtf58sZbS7QyZQJ2P,https://api.spotify.com/v1/audio-analysis/1oIdcFtf58sZbS7QyZQJ2P,170562.0,4.0
Wolf,0.445,0.907,11.0,-3.894,0.0,0.0773,0.00161,0.0,0.403,0.71,165.069,audio_features,55Fpeuuc2sbQiy74eA1gTt,spotify:track:55Fpeuuc2sbQiy74eA1gTt,https://api.spotify.com/v1/tracks/55Fpeuuc2sbQiy74eA1gTt,https://api.spotify.com/v1/audio-analysis/55Fpeuuc2sbQiy74eA1gTt,187880.0,4.0
Only Human,0.795,0.496,0.0,-5.883,1.0,0.0722,0.108,0.0,0.0645,0.874,94.01,audio_features,0DiDStADDVh3SvAsoJAFMk,spotify:track:0DiDStADDVh3SvAsoJAFMk,https://api.spotify.com/v1/tracks/0DiDStADDVh3SvAsoJAFMk,https://api.spotify.com/v1/audio-analysis/0DiDStADDVh3SvAsoJAFMk,183000.0,4.0
None Of My Business,0.793,0.488,2.0,-5.807,0.0,0.0462,0.428,0.0,0.0823,0.5,133.957,audio_features,2SPEg45ZaUFJCg9GwNmRvw,spotify:track:2SPEg45ZaUFJCg9GwNmRvw,https://api.spotify.com/v1/tracks/2SPEg45ZaUFJCg9GwNmRvw,https://api.spotify.com/v1/audio-analysis/2SPEg45ZaUFJCg9GwNmRvw,184005.0,4.0
In This Together,0.486,0.588,2.0,-9.327,1.0,0.0312,0.305,1.41e-05,0.0847,0.244,113.059,audio_features,4Zb9dRdpJMcHjT6wExZa8x,spotify:track:4Zb9dRdpJMcHjT6wExZa8x,https://api.spotify.com/v1/tracks/4Zb9dRdpJMcHjT6wExZa8x,https://api.spotify.com/v1/audio-analysis/4Zb9dRdpJMcHjT6wExZa8x,283785.0,4.0
Fuego (R3HAB Remix),0.779,0.928,9.0,-4.12,1.0,0.221,0.172,1.65e-06,0.327,0.737,120.028,audio_features,4WqnZokUoswiqEmGadvXlu,spotify:track:4WqnZokUoswiqEmGadvXlu,https://api.spotify.com/v1/tracks/4WqnZokUoswiqEmGadvXlu,https://api.spotify.com/v1/audio-analysis/4WqnZokUoswiqEmGadvXlu,172500.0,4.0
Worlds Collide - Edison Cole Remix,0.631,0.862,8.0,-4.114,1.0,0.0515,0.0149,6.23e-05,0.103,0.438,145.01,audio_features,3JqpIjrQfmW68YkpxXWPL4,spotify:track:3JqpIjrQfmW68YkpxXWPL4,https://api.spotify.com/v1/tracks/3JqpIjrQfmW68YkpxXWPL4,https://api.spotify.com/v1/audio-analysis/3JqpIjrQfmW68YkpxXWPL4,192414.0,4.0
I Luv U (with R3HAB),0.875,0.558,1.0,-6.164,1.0,0.0641,0.0532,2.14e-05,0.116,0.44,96.072,audio_features,3HTySujYyWa1nZdfiZVZs0,spotify:track:3HTySujYyWa1nZdfiZVZs0,https://api.spotify.com/v1/tracks/3HTySujYyWa1nZdfiZVZs0,https://api.spotify.com/v1/audio-analysis/3HTySujYyWa1nZdfiZVZs0,150938.0,4.0
Wherever You Are,0.514,0.612,4.0,-5.981,1.0,0.0298,0.142,0.0,0.0868,0.342,125.99,audio_features,1b3nlcP6hogIzYRVK2Ui7K,spotify:track:1b3nlcP6hogIzYRVK2Ui7K,https://api.spotify.com/v1/tracks/1b3nlcP6hogIzYRVK2Ui7K,https://api.spotify.com/v1/audio-analysis/1b3nlcP6hogIzYRVK2Ui7K,185005.0,4.0
Lies (feat. Luciana),0.626,0.929,6.0,-4.295,0.0,0.0941,0.0659,6.7e-05,0.286,0.63,75.969,audio_features,0CNObSo2AxRZS47CGz755m,spotify:track:0CNObSo2AxRZS47CGz755m,https://api.spotify.com/v1/tracks/0CNObSo2AxRZS47CGz755m,https://api.spotify.com/v1/audio-analysis/0CNObSo2AxRZS47CGz755m,182780.0,4.0
